clean_name,clean_artists,hit,split
mira por él,"[""bordon 4""]",0,val
misterioso manantial,"[""alameda""]",0,test
negeri di awan,"[""katon bagaskara""]",0,val
on broadway - 2019 - remaster,"[""the dave clark five""]",0,test
pienso en ti,"[""thalia""]",0,test
pupu tupuna,"[""risto""]",0,train
raba-raba,"[""khaled""]",0,val
secret agent man,"[""devo""]",0,test
send it up,"[""vertical horizon""]",0,train
sleepwalk,"[""the brian setzer orchestra""]",0,train
south sea swing - 2015 remastered version,"[""bill wolfgramm & his islanders""]",0,train
straighten out - 1996 remaster,"[""the stranglers""]",0,test
sugar lips,"[""al hirt""]",0,train
tanto amor,"[""willie gonzalez""]",0,train
the soul of a black man,"[""maceo""]",0,train
tiempo,"[""abel pintos""]",0,train
todo o tempo do mundo,"[""rui veloso""]",0,train
up in smoke,"[""cheech & chong""]",0,train
volvió la murga,"[""murga contrafarsa""]",0,val
where would we go,"[""lsg""]",0,train
yambu,"[""louie ramirez""]",0,val
šťastné slunce,"[""hana hegerova""]",0,train
15 ára á föstu,"[""á móti sól""]",0,test
a lonely way to be,"[""lonnie liston smith""]",0,train
afdeling a,"[""danni""]",0,val
alien,"[""a36""]",0,train
ami chole gele,"[""satinath mukherjee""]",0,val
asleep in the light,"[""keith green""]",0,val
beltet,"[""lillebjørn nilsen""]",0,train
burns like a buzzsaw blade,"[""annihilator""]",0,test
con queste facce qui,"[""ligabue""]",0,test
dove sei?,"[""dirotta su cuba""]",0,train
doğan bin pişman,"[""orhan gencebay""]",0,train
ecco noi,"[""renato zero""]",0,val
el día que puedas,"[""emmanuel""]",0,val
evangelina,"[""jonathan edwards""]",0,test
falsas promesas,"[""sonido caracol""]",0,train
from little things big things grow,"[""paul kelly""]",0,train
fuma de humo y sana,"[""zona ganjah""]",0,train
give up,"[""low roar""]",0,test
göngum við í kringum,"[""gradualekór langholtskirkju""]",0,train
hawai 5-0,"[""loquillo""]",0,train
horizon,"[""bløf""]",0,train
ice man,"[""memphis minnie""]",0,train
juguetes perdidos,"[""patricio rey y sus redonditos de ricota""]",0,train
kald djevel,"[""dutty dior""]",0,val
kasalanan ko ba?,"[""toni gonzaga""]",0,train
keep it to yourself,"[""queen ifrica""]",0,train
la rubia y la morena,"[""los fatales""]",0,train
laembadgini,"[""diljit dosanjh""]",0,val
lajinsa viimeinen,"[""eppu normaali""]",0,train
lili marleen.,"[""marlene dietrich""]",0,train
mi cafetal,"[""hermanas lima""]",0,test
minha prece,"[""milionário & josé rico""]",0,test
monina,"[""mon rivera""]",0,test
naboen har party,"[""ingenting""]",0,test
nein,"[""nane""]",0,train
niña voladora,"[""juanito makandé""]",0,train
o xote das meninas,"[""alceu valença""]",0,train
popurri de quique,"[""paco barrón y sus norteños clan""]",0,train
pra sempre - ao vivo,"[""limão com mel""]",0,train
rano raniutko,"[""jerzy połomski""]",0,val
rayando el sol,"[""la rondalla de tijuana""]",0,train
saldré muy lentamente,"[""los de siempre""]",0,train
sandalar,"[""brunaliðið""]",0,test
te voy a dejar,"[""lolita""]",0,train
the nearness of you,"[""elisabeth welch""]",0,train
tie yuh,"[""mavado""]",0,test
tropical depression,"[""john g. mclane""]",0,train
tuolla se menee,"[""j. karjalainen yhtyeineen""]",0,train
una città per cantare,"[""ron""]",0,train
vie vain - rain rain rain,"[""kai hyttinen""]",0,train
a monteros,"[""el chango nieto""]",0,train
aai ghadi suhani,"[""noor jehan""]",0,test
acaua,"[""gal costa""]",0,val
always come back,"[""david grace & injustice""]",0,train
bangkit dan percaya,"[""superman is dead""]",0,train
brøndby strand,"[""red warszawa""]",0,val
bu nasıl veda,"[""i̇lyas yalçıntaş""]",0,train
dreamer,"[""theangelcy""]",0,val
four brothers,"[""the manhattan transfer""]",0,train
frag nur dein herz,"[""roy black""]",0,train
geheim agenten,"[""bassie & adriaan""]",0,train
geordie - extended,"[""gabry ponte""]",0,test
hamen dar lage,"[""husn bano""]",0,train
hapus aku,"[""nidji""]",0,test
hembra,"[""libido""]",0,val
héroe,"[""mariah carey""]",0,train
i love you because,"[""elvis presley""]",0,train
jade visions,"[""bill evans""]",0,train
klara klara,"[""þrjú á palli""]",0,test
lellelle -barbados-,"[""pirkka-pekka petelius""]",0,val
letter to mommy and daddy,"[""barbara lynn""]",0,train
mas fuerte que hercules,"[""la leyenda""]",0,train
me gusta la gente simple,"[""facundo cabral""]",0,val
mi niña,"[""los angeles negros""]",0,test
music is my desire - 2010 remastered version,"[""pablo moses""]",0,train
nós os foliões,"[""paulinho da viola""]",0,train
ocean drive,"[""lighthouse family""]",0,train
onde você está? - ao vivo,"[""bruno & marrone""]",0,val
overture,"[""arashi""]",0,train
pame parakato,"[""antonis remos""]",0,train
raketak,"[""tezkej pokondr""]",0,train
se não acordar amanhã,"[""piruka""]",0,test
shine on me,"[""lead belly""]",0,test
si ya te olvide,"[""luciana""]",0,test
siendo uno mismo,"[""manuel carrasco""]",0,test
sin problemas,"[""los llaneros de la frontera""]",0,test
sme svoji,"[""peter nagy""]",0,train
something about you - rocco deep mix,"[""lorayne""]",0,train
song of the islands,"[""bing crosby""]",0,test
sticky living,"[""b.b. blunder""]",0,train
tenho medo,"[""sorriso maroto""]",0,train
the ballad of thunder road,"[""tex williams""]",0,train
the pearls - 1995 remastered,"[""jelly roll morton & his red hot peppers""]",0,test
this time of the year,"[""brenda lee""]",0,train
thorn in my side,"[""the crash""]",0,test
tired of missing you,"[""isac elliot""]",0,test
tres deseos,"[""decai""]",0,test
verdict on judge street,"[""eddie palmieri""]",0,train
vinegar - original radio mix,"[""abreu""]",0,val
what i am,"[""edie brickell & new bohemians""]",0,train
